id;filename;year;month;archive;words;brightness_median;brightness_stdev;saturation_median;saturation_stdev;hue_stdev;hue_median
28;1995_10.jpg;1995;October;;the nets real killer app  betting humans as pets for robots piratesoftware shopping spree the ultimate manmachine interface jacking into the digital race car with indy 500 winner jacques vileneuve formula ones newest hotshoe;226;84.1193;51;79.0065;68.25470860061067;349.00529369909833
29;1995_11.jpg;1995;November;;the pentagors black budgat secrets venture capitalists   all you need to know is sperm   il mondo digitale di nichi grauso kevin kelly interviews douglas hofstadter being double digital the media lab at 10 the wired interview with nicholas negroponte kapesolodjon be;186;62.5756;164;62.8136;42.98486406703568;15.646337737970573
30;1995_12.jpg;1995;December;;the inside story of java gore vs gingrich the making of the president 2000 netscapes marc andreessen altscientologywar bli in kopplad toy storys john lasseter makes the first movie shot entirely on location  in cyberspace the new hollywood silicon replaces superstars;195;54.3692;135;39.4865;49.73629970885508;178.94722540212692
31;1996_1.jpg;1996;January;;channeling mcluhan;224;32.3834;3;5.4689;34.274803436685;41.92259951459724
32;1996_2.jpg;1996;February;;steve jobs the next insanely great thing the wired interview by gary wolf how i caught supercracker kevin mitnick  smart cars annou ploge the fall of the eff;164;71.3182;106;58.2995;61.55374947961383;268.79713914179155
33;1996_3.jpg;1996;March;;po bronson meets up with george gilder on the road to technoutopia esther dyson on netscapes secret weapon steven levy on cracking cryptography john heilemann on the campaign trail its the new economy;155;64.7099;153;49.4718;21.33800968073438;130.41301801151295
34;1996_4.jpg;1996;April;;bots are hot james cameron on the future of movies the death of the web sherry turkle knows what roleplaying in cyberspace really means sex;92;100.0768;204;81.1735;76.43062908172413;328.34868621459856
35;1996_5.jpg;1996;May;;muab ntsia merchants of venom bruce sterling on attack ads in the netizen beboxs jeanlouis gasse who are these yahoos anyway sex and death among the cyborgs steve steinberg on the quest for the ultimate index;173;79.2214;150;63.8373;66.29809734021876;319.11902788019574
36;1996_6.jpg;1996;June;;thane barnes fashion nerd avatars are next the culture war mr bill goes hollywood microsoft morphs into a media company by denise caruso special gatesfold issue;195;63.179;164;63.3566;60.07675722741798;213.2209236512017
37;1996_7.jpg;1996;July;;bruce sterling art as war aum cult at the end of the world avram miller intel and hollywood alvin toffler heresies 96 kids cyber rights the left and the right are both exploiting children for their own political ends to protect itself;231;43.7039;164;48.9605;37.64215660907111;12.617427470612718
38;1996_8.jpg;1996;August;;how to make a soul andrew brown on consciousness page 71 john major email eavesdropper peter drucker the computer industry hasnt made the egos at id they made doom the most popular computer game of all time can they do it again with quake;114;72.7703;150;53.4713;51.72121528762666;274.69421944114424
39;1996_9.jpg;1996;September;;steven levy on the clipper chick make special effects in your basement barlow the powers that were zapoite se 1st annual tired wired 100;226;49.3438;186;47.8243;73.1348521765371;340.46080609211486
40;1996_10.jpg;1996;October;;clinton to met drop dead netheads vs bellheads ataris amazing alumni was tesenita he was the most powerful banker in the world so why is he talking like a cypherpunk walter wriston on the future of money the wired interview;149;70.9698;119;46.2728;64.73012923093732;353.6904067836642
41;1996_11.jpg;1996;November;;chip stocks worth buying marimba the next netscape the story of suck greetings from burning man;156;59.5226;95;63.224;58.19681935508637;323.62315424609864
42;1996_12.jpg;1996;December;;special feature neal stephenson the hacker tourist travels the world to bring back the epic story of wiring the planet aol aok or doa fedex airline of the internet online ads death of the banner geek of geeks;132;82.7339;76;60.2983;54.65424801785523;7.742912193912859
43;1997_1.jpg;1997;January;;high phynance vs wall street hack your genes nerds fund alien research news you can abuse why the future of 2001 aint what it used to be happy birthday hal al space clarkeand kubricks next odyssey good afternoon gentleman i am hal 9000 computer i became operational at the hal plant in urbana illnois on the 12th of january 1997 my instructor was dr chandra and he taught me to sing a song if youd like to hear it i can sing it for you its called daisy daisy daisy give me your answer do im half crazy;252;35.8581;125;22.4243;57.10028606541683;0.19448797846159716
44;1997_2.jpg;1997;February;;the great hdtv swindle we are already borg david gelernters radical lifestreams interface the wired interview george lucas tells us how hes going to revolutionize filmmaking the next star wars trilogy;147;77.6812;127;79.5049;75.13538351702826;359.5459256744549
45;1997_3.jpg;1997;March;;umberto eco confab clips copyright cartel po bronson on we interrupt this magazine building the vw pc for a special bulletin the cisco mantra     pushi kiss your browser goodbye  the radical future of media beyond the web by the editors of wired remember the browser war between netscape and microsoft well;243;38.3011;112;64.33;48.60406721641163;183.25063411187404
46;1997_4.jpg;1997;April;;doom goes to war the marines are looking for a few good games jon katz birth of the digital nation the software industrys biggest nightmare the internet revolution in belgrade;102;53.9633;58;40.1447;39.06018454892817;19.300357700791487
47;1997_5.jpg;1997;May;;special report corporate rebels moores law repealed netwar worries pentagon portrait of the artist as a young geek besh nidiltt wired exclusive the epic saga of the well the worlds most influential online community;147;58.5592;141;43.3615;71.74015090730173;267.03427692626497
48;1997_6.jpg;1997;June;;starwaves jocks score the summers best special effects telco terrorism exclusive jacking into china internexus es pray;249;48.7975;13;78.361;39.71355171047312;69.52061985832123
49;1997_7.jpg;1997;July;;cypherpunks plot world liberation fighting for the new economy at treasury moira gunn where computers go to die dave winer is java bad were facing 25 years of prosperity;240;63.4846;178;74.2495;37.78619894660648;49.904884041275494
50;1997_8.jpg;1997;August;;linux the greatest os that never was how big media stole 70 billion of bandwidth ecommerce it takes a village to make a mall eric schmidt whats on his mind this lawyer is bill gatess worst nightmare see page 103;151;77.8825;137;76.06;46.293672588220666;236.96927770280382
51;1997_9.jpg;1997;September;;hit or myst cyans struggle to make the sequel the inside story of riven by john carroll the new rules of the new economy by kevin kelly what has the ny times been smoking chip hop the hood meets cyberspace cloning whats the big deal;150;32.2881;213;54.1169;25.436902007274373;196.78604443954694
52;1997_10.jpg;1997;October;;computer games the bleeding edge dawn of the hydrogen age map the genome hack the genome  the crypto wars generation gap special wired travel for the hacker tourist capturing eyeballs  realvideos rob glaser is leading the web to its next level war with tv;233;55.8417;22;73.703;36.70423402724802;72.55264165040036
53;1997_11.jpg;1997;November;;special report hollywood 20 meet the new players who are reinventing entertainment inside story apples biggest strategic blunder  kevin kelly interviews miss manners the netizen is clinton trying to kill the new economy cuc the stealth company with s1 billion sales on the weh  making aol a media company;77;87.4093;98;78.6666;54.86732315564486;21.000347594313304
54;1997_12.jpg;1997;December;;the digital citizen the surprising results of the first indepth survey what we really want from santa gear we need kevin kelly talks to tom peters  sex sell by frank rose;126;63.2145;80;44.4326;45.342480218689786;2.45598456257192
55;1998_1.jpg;1998;January;;special 5th anniversary the state of the planet joey anuff john perry barlow po bronson john browning george gilder vaany millis oliver morton nicholas negroponte virginia postrel randall rothenberg julian simon steve g steinberg bruce sterling jaron lanier change is good;253;11.6191;99;10.2562;67.9325428926534;359.75227705221914
56;1998_2.jpg;1998;February;;tomorrow today jim cameron obsessed by paula parisi;67;71.0566;79;61.368;36.47338534162554;211.698639931582
57;1998_3.jpg;1998;March;;the future is in beta my name is katy i was born in 1999 lam a clone my story is on page 146;238;57.0823;170;52.9558;63.177170934552166;38.79496614479235
58;1998_4.jpg;1998;April;;know sooner bill gates is playing with the big dogs now;153;80.5268;118;69.9269;48.22224628004343;287.7299183278191
59;1998_5.jpg;1998;May;;the code to riches mapping the consumer genome by chip bayers plus europe to us dont even think about prying hitting the big time the new you what makes danny hillis tick high fiber diet why owest is the latest rage in telcos killer instinct ultima onlines blood sport author vs ether styron;184;49.8293;171;45.5995;63.96667997704829;14.639615228101842
60;1998_6.jpg;1998;June;;forget the dow  here comes the new economy capitalize on the future;176;75.67;107;45.0874;15.842483787958692;123.2863222021497
61;1998_7.jpg;1998;July;;building the future mega the art of the big;225;32.123;207;51.5756;30.504305038667898;40.35852588609055
62;1998_8.jpg;1998;August;;fast forward poof there goes the desktop computer bill joy;160;78.053;160;72.5184;58.69319291942264;0.6505133970597798
63;1998_9.jpg;1998;September;;learn different schools that suck less wind river proves small is lucrative furry loris why the hottest new toy wont shut up sexvs equity are you kidding where is woz apples cofounder is hack in his garage;167;47.5466;57;57.2783;39.13860815127628;25.871001917923028
64;1998_10.jpg;1998;October;;hollywood 30 genks storm the list drop your pants tales of a software safesman dead and alive nikola tesla the wired luterview jim clarks next ipo iridium launches the global phone anyware;180;47.7239;45;54.0969;49.30940224903571;199.73447034267159
65;1998_11.jpg;1998;November;;no browsing please inside mike homers allnew netscape power money sex tv books and movies go wild for silicon valley dirtv science the strange rebirth of cold fusion those who dare glohally wired your foldout guide to the wired every nations 25 tech wealth a salute to dreamers inventors mavericks leaders plus level 3s james crowe cisco killers trades international moves windows int;98;72.7078;121;58.8733;49.84078883867333;223.92404451273856
66;1998_12.jpg;1998;December;;whats next for microsoft co ahead kill your television nbc is ready the inside story of an internet murder technolust the iltimate holiday gift guide plus caching dodi  di robert x cringely live nude trades 83 reasons why bill gates reign is over;180;61.7445;25;41.8093;28.09379541485512;197.4813060585129
67;1999_1.jpg;1999;January;;special anniversary issue quick the future is all about william gihson reveals his secret ebay obsession the truth vorators daytrading the nets extreme sport phone sects what happened when the amish went wireless salons web dream the wired diaries jerry yang;137;59.1662;77;46.1784;37.67015471868938;205.93193434055306
68;1999_2.jpg;1999;February;;up next the 365day weather forec what aol really got for 42 billion fast forward mutants dude a sneak preview of matt groenings futurama matt groening;180;48.8568;129;79.7754;44.69268772215513;206.80650517458892
69;1999_3.jpg;1999;March;;mp3 spree chuck d rips the music biz the other microsoft case assault and batteries electric dragsters suck amos the pleasure binge winning in the entertainment economy plus the pentium iii lowdown actually funny jokes from the web jeff bezos why him and not you the inside story of amazon coms boy billionaire;233;57.3371;115;83.605;49.37080079023102;16.335341365667514
70;1999_4.jpg;1999;April;;ciscos next quantum leap a john d rockefeller on the microsoft trial  the wired guide to handheld lights out learning to love y2k steven levy reveals cryptos secret history  atts fat pipe dream  your own harley xl1200s;44;20.8361;34;22.6198;8.924345384053076;237.11715749872434
71;1999_5.jpg;1999;May;;busted your emails gonna get you open source where tie money is believe the hype the star wars speed orgy begins george lucas;139;83.4525;101;70.5989;32.72475265025336;50.57593061966495
72;1999_6.jpg;1999;June;;the ultimate home theater barnes  noble chapter two skyligh lecte bevond satellites yikes extreme bandy is here the wired index up 81 40 companies ming the new economy inside your guide to exploding wealth;195;35.5727;166;59.6152;16.56067435737571;129.56108993280816
73;1999_7.jpg;1999;July;;the daytraders secret weapon bill gates sr spreads the wealth meet the newest net startup gm a year in the life of the digital gold rush by po bronson generation equity plus fast hot summer gear;204;73.4589;54;41.3621;32.74325804775761;177.24757420960162
74;1999_8.jpg;1999;August;;hold the lasagna torments of the hyperflier tube dreams manufacturing the perfect wave i want my mp3 realnetworks power play the great record industry burnout inside encodingcom plus your guide to the hardware and software music mania;189;52.5641;12;60.636;24.30274549334369;53.704911910742105
75;1999_9.jpg;1999;September;;put the net in your pocket how nokia will wireless the world inside the idealab concept factory nokia ceo jorma olita get ready for the roaring zeros the dow hits 50000 bill gates trillionaire trajectory prophets of boom george gilder walter wristol;111;67.3277;94;51.3296;46.92777294265717;211.82129281513505
76;1999_10.jpg;1999;October;;life after hollywood from megahits to megabits digital moviemakers fast cheap and way out of control william gibson has seen the filmless future building the desktop studio aol unsexy unstoppable cache  carry the nextgeneration backpack;30;84.1514;74;61.3978;44.36461349150637;210.87473238398888
77;1999_11.jpg;1999;November;;nose candy look whos teaching your computer to smell schwabcor competiti streak the computer smell hall of future fame god isnt dead hes al energy field sonys plan to kill the pc plus testdrive the playsiation 2;193;45.811;108;42.9265;39.79644169593139;33.479020902751365
78;1999_12.jpg;1999;December;;go we here;206;66.4834;21;29.0513;46.43790555875522;223.9387607333762
79;2000_1.jpg;2000;January;;the future gets fun again  the exploding science of superlongevity your life span revealed page 184 love  rockets join the 239;252;24.6038;29;62.3522;71.36720975763524;359.7057195018785
80;2000_2.jpg;2000;February;;club ted muscling in on high techs power fest old media new tricks the ny times   digital ipo start making sense meet the irresistible search engine page 172 1;176;65.4984;57;44.0272;58.83101397006099;29.653487725475824
81;2000_3.jpg;2000;March;;whos afraid of microsoft john heilemanns special report the botcom future how youll buy and sell in the agentdriven superfluid universal marketplace by chip bayers brave new dog inside the first canine cloning lab retroactivism the cult of computer diehards wheels on fire bike gear you wont believe plus murdochs interactive leap;244;45.7198;15;43.1695;23.333309670840546;77.02898082411906
82;2000_4.jpg;2000;April;;why the future doesnt need us by bill joy;255;34.9242;0;57.6745;46.18563142700454;139.57359660750083
83;2000_5.jpg;2000;May;;voice of the valley meet the new netscapee startup whos conna vote the wired digital citizen survey 2000 bye bye batteries powertripping with flywheels superballs the hottest golf gear 75 of the world doesnt speak our language no problem the global translation boom racing to crack the universal code building a better speech engine plus the rd atlas your guide to the software and hardware;235;50.9812;94;43.3681;42.28969915383665;337.5944210077067
84;2000_6.jpg;2000;June;;keep cool the new economy is hotter than ever the wired index 40 companies driving the future plus we sportshaee inside nikes digital skunk works petainer dial how radio pirates seized the dial i d thineden the patent wars get ugly pleasante your goto guide to paris;241;47.6759;52;60.1405;55.663313621300674;12.25304983399933
85;2000_7.jpg;2000;July;;the ultimate offshore startup meet the highseas adventurers on a multibitiondollar quest to build a fatpipe data haven that answers to nobody page 230 its been far move uter silicon moleoular computing is coma change everything venture capitals mapping the 46 hot spots of the global boom boot api your guide to the new fish trek gear plus jeff bezos on oprah 1click and amazoncom next moves  the inside story on transmetas ultrachip;162;71.5733;79;66.995;64.39467836923559;335.1681550567928
86;2000_8.jpg;2000;August;;tale sain ciasing the greafest net miti ever think or sink xerox parcs big brain on the future of rd what a cas the new business of superblimps plus data mining chromosome 22 carry trudeaus portal play and more meet marc andreessen hes 20 and earing tie red int valley startup loudcloud this kid could really go places;218;34.1942;60;40.607;31.126410001076103;33.018428738470845
87;2000_9.jpg;2000;September;;youve got mayhem the aoltime warner culture clash pyramid scheming inside the mers most dangerous some chain saw lust the wired guide to power tools robo sapien revolution life as well know it at home with the androids by peter manzel congratulations its a bot by erik davis m2  mit engineer daniel paluska;179;44.5436;174;72.5748;82.91895514174116;357.98119707979464
88;2000_10.jpg;2000;October;;;61;38.3372;55;24.7912;29.05979862469153;29.734652877152474
89;2000_11.jpg;2000;November;;the truth the whole truth and mi ting but the truth the untold story of the microsoft antitrust case by john heilemann;214;72.8942;49;56.8403;37.889371355482645;211.03022620490594
90;2000_12.jpg;2000;December;;bill clinton free agent the wired interview wired tools the ultimate technolust gift guide parians page 220 supercomputers bigger better and ready to blow your mind kicking asp jamcracker makes its move drop that dot shocking true tales of domain namecalling the art of the high speed deal tracking vivendis wild wireless ride;147;79.222;70;70.0339;51.55387044803172;301.9303338172644
91;2001_1.jpg;2001;January;;design touch me all over flash forward the reinventation of polaroid zip drive building the fast track to mars border war why mexicos richess man is gunning down us telcos;246;40.2084;150;56.9047;17.96097029456836;84.79185441598842
92;2001_2.jpg;2001;February;;someone will clone a human in the next 12 months you again a realtime story of breakthrough science;219;48.5432;30;73.9654;54.27313852104994;108.23579762177509
93;2001_3.jpg;2001;March;;the hottest;187;80.698;155;65.1953;48.59612248133417;11.961232103799274
94;2001_4.jpg;2001;April;;giga trends;149;69.7533;99;55.9151;57.98722520921425;2.390107954939631
95;2001_5.jpg;2001;May;;;229;67.0722;106;58.1306;25.21193010171164;85.58400982155193
96;2001_6.jpg;2001;June;;superswitch caspians secret plan to reinvent the router how well get broadband for a price  and the net will get its first real business model score gamings guts and glory sneak previewing microsofts xbox inside sonys gscube from now on;218;90.5118;15;72.5786;56.9891005863686;173.12872368415805
97;2001_7.jpg;2001;July;;the riaa doesnt want you to see whats on page 61 positive energy dear mr president  there is a future for smart power;176;42.3876;123;69.1169;46.09940752502632;43.82668637103062
98;2001_8.jpg;2001;August;;what its like to freefall 130000 feet page 128 your body get over it think mind over matter the next brainiacs by john hockenberry infinite smaskage check out gamings new smash hits;189;45.9859;21;58.2441;54.10246224486495;31.636211569420244
99;2001_9.jpg;2001;September;;docomos designs for wireless world domination william gibsons own private tokyo japan rocks the liberation of disinteyration plus the mindblowing promise of quantum computing santiago calatrava builds a bridge to the 22nd century;118;63.2118;67;52.4698;51.4191557067366;254.7024517514531
100;2001_10.jpg;2001;October;;inside the first virtual world tolkiens megafans take on hollywood plus googles secret formula the new alchemy of artificial atoms how tomorrows content will own you why linux will lose the desktop war page 134 fully immersive;148;42.8559;17;37.4831;14.00573987196671;37.014956199839446
101;2001_11.jpg;2001;November;;how to save the soul of the internet chint ask bill  judy game on microsofts secret weapon the xbox is here manufacturing is history see page 142 the perfect commute the iron fist vs the invisible hand white hot  cool 23 ways to gear up and xbox get downhill  fast plus fighting biowar at the olympics;174;78.8468;108;62.7867;21.972193672338268;105.926116777428
102;2001_12.jpg;2001;December;;is there an epidemic of autism in silicon valley see page 1 wired special report the future of war is here how to beat a terror network by john arquilla and david ronfeldt by oliver morton welcome to surveillance nation by adam l penenberg wired tool the ultimate technolust gift guide blastnos inside russia rentarocket boo;58;85.1531;42;56.6413;46.934302479358;178.12025813121485
103;2002_1.jpg;2002;January;;egold  islam inside the online plot to overthrow the dollar wired innovations big bang by george gilder the greatest management team of all time special history issue bioethics in the dark ages the scalpel vs the cross 10000 years of wired gear rewine excitehomes 7 billion burnout the future of oil fbi 20 gmen join the 21st century;227;21.1047;191;52.7856;32.295115254214174;194.43852230256445
104;2002_2.jpg;2002;February;;the naked truth about internet porn see page 10 special globalization report disney invader inside the ultimate culture machine meltdown big steel in the borderless economy opt out the 4 corners of the unwired world plus after enron the fertility cops  reengineeringthe everglades;248;35.6781;23;67.5969;59.9736436015814;46.41873025447198
105;2002_3.jpg;2002;March;;hacking the racetrack  inside nuke university the new face of ai artificial intelligence busts out of the lab why smartphones are everywhere gaming evolutionary leap;143;40.9143;76;48.738;27.262492937268423;66.46121834577337
106;2002_4.jpg;2002;April;;inside the mind of oliver sacks by steve silberman the new extreme sport that will blow you away wired the race to dominate space is over we won us space comiand 3 captain now what astrocop bruce sterling on the future of missile defense  and 3 doordie crisis scenarios to protect 2berue plus detroit redesigns the driver how low tech can save the world;94;64.5978;23;43.5997;60.49771393322366;328.70552967202286
107;2002_5.jpg;2002;May;;betting on the future predictions for 2020 and beyond big minds face off  myhrvold vs hillis  kurzweil vs kapor  cerf  dysor plus the rebirth of eugenics  robots go to waf wired may 2002 listen u p the music issue the rise of laptop techno  the secret history of electronica bjrk;225;66.6331;5;12.9036;22.268720171767992;47.13363040105677
108;2002_6.jpg;2002;June;;steven levy on the man who cracked the code to everything plus behind the nano hype  the thin tan sexyi pill page 100 the dark side of steven spielberg galaxies the new star wars empire animators race to build the perfect face the top 2 0 scifi movies of all time;101;77.5618;26;18.9793;44.42740431622212;123.35648893604481
110;2002_7.jpg;2002;July;;why rockstar games rule  george gilder still telegasmi the cold rush to the south pole  richard nixons last secre red july 2002 buy loy nvidia ceo jenhsun huang the next intel how graphics powerhouse nvidia is transforming the chip game dell;204;71.4394;119;57.243;67.39317338478087;5.279777173970204
111;2002_8.jpg;2002;August;;the most wired place on earth  hollywoods new it girl artificial blood  gms billiondollar bet on hydrogen wi ed august 2002 go the distance building the ultimate runner inside nikes extreme tech quest to win back the marathon;252;53.1691;208;60.6563;30.31771651768357;57.572828179102615
112;2002_9.jpg;2002;September;;children of the revolution wired youth us hacking las vegas  the net after worldcom  mapping mars wired september 2002 u 2 moro i can sec patient alpha vision restored the race to build the artificial eye;120;62.2322;46;61.9167;49.07508347329165;256.5404436150926
113;2002_10.jpg;2002;October;;the cop who got caught steve silberman on the fbis crusade against child porn broadband or bust sky dayton is selling wireless internet for the masses are you buying wifi special report;182;70.1255;106;51.6442;25.74519197001529;198.86601167503252
114;2002_11.jpg;2002;November;;stopping loose nukes;174;90.0051;252;57.0242;73.87883769853217;357.50415634313214
115;2002_12.jpg;2002;December;;special report science  religion gregg easterbrook  po bronson  kevin kelly  margaret wertheim  robert wright  oliver sacks;180;45.63;10;35.9753;55.98574282918555;167.74310834495918
116;2003_1.jpg;2003;January;;china the new cloning superpower plus google vs evil  testing the first aids vaccine unreal;211;60.0595;28;57.5132;37.42458931059724;30.150584604941415
117;2003_2.jpg;2003;February;;rip mix burn the fall of the music industry civil war inside sony chasing kazaa the race to kill the next napster hilary rosen the most hated name in music plus the pentagons private army exclusive spike jonze flipbook page 65;234;84.1166;69;64.5171;73.25090184121277;338.2380379255635
118;2003_3.jpg;2003;March;;how the segway scooter stalled  inside the matrix game wired march 60 co cheating death in a 500 mph rocket boat burning rubber in a chipmod hot rod the fastest humans and machines anywhere plu surviving nasas insane 7g experiment russ;125;90.7002;148;92.0389;56.90654626852958;326.9838443312257
119;2003_4.jpg;2003;April;;scuttle the shuttles go to mars  barry diller conquers the world wired april 2000 just add water special section life in 2013 how hydrogen power can save america a 5point plan to end the oil era plus the rise of underground cities  the 62000milehigh nanotube elevator the green wall of china th rebels with a cal wireds anniversary what we got rightand wrong bonus poster 10 years of covers;221;58.1992;182;79.2265;36.49505634243709;47.314713807282935
120;2003_5.jpg;2003;May;;special 60 page guide to the wifi revolution wired reenter the matrix inside the sequel thats reinventing cinema plusi the fall of the mit media lab psst there really is a secret network that runs hollywood we hacked in go to hell with the master of doom iii;141;57.8598;54;51.6683;58.10094487411955;252.60894185369156
121;2003_6.jpg;2003;June;;on the front lines with the armys tactical internet brigade wired une 2003 you are here koolworld guest editor rem koolhaas presents the ultimate atlas for the 21st century starring po bronson martha stewart steven johnson bruno latour miuccia prada  many more featuring the new border wars europe vs new york why silicon valley is history plus sex golf robots  mars;210;70.252;79;54.7755;73.62524981140827;19.0305344569829
122;2003_7.jpg;2003;July;;debunking doomsday by gregg easterbrook the countdown begins the next space race will be won by rich geeks with the right stuff the wired 4 new for 208  google netfux amazon ibr how sun lost the linux v  microsoft sucks up to hollyw  tracking the virus that crashed the;179;57.5491;70;64.7027;51.22373052079378;209.3945027698637
123;2003_8.jpg;2003;August;;the end of cancer as we know it page 108 w august 2003 chained the super power issue theimpossible xray vision dets real invisibility time traveli forget science fiction heres the science of gumpguy magazines;180;71.3518;102;65.1282;49.100975237095824;88.52192744996891
